mensaje,spam,label,mensaje_limpio
el fin de semana pasado hice una caminata por el parque nacional y disfruté del paisaje.,0,ham,fin semana pasado hice caminata parque nacional disfruté paisaje
la conferencia sobre ia mostró avances significativos en aprendizaje automático.,0,ham,conferencia ia mostró avances significativos aprendizaje automático
¿qué opinas de la nueva política de privacidad que implementó la empresa?,0,ham,opinas nueva política privacidad implementó empresa
hoy cocinó una paella auténtica con mariscos que quedó deliciosa.,0,ham,hoy cocinó paella auténtica mariscos quedó deliciosa
"el concierto de la orquesta sinfónica fue increíble, la música resonó en todo el auditorio.",0,ham,concierto orquesta sinfónica increíble música resonó auditorio
me inscribí en un taller de fotografía para mejorar mis habilidades técnicas.,0,ham,inscribí taller fotografía mejorar habilidades técnicas
la comunidad organizó una limpieza de playa que fue todo un éxito.,0,ham,comunidad organizó limpieza playa éxito
recibí una carta de mi abuelo que me contó historias de su juventud.,0,ham,recibí carta abuelo contó historias juventud
planifico viajar a chile el próximo verano para explorar sus desiertos.,0,ham,planifico viajar chile próximo verano explorar desiertos
¡gana 500€ ahora! clic aquí y recibe tu dinero,1,spam,gana 500 ahora clic aquí recibe dinero
"te enviamos un regalo especial, responde ahora y gana una suscripción gratis",1,spam,enviamos regalo especial responde ahora gana suscripción gratis
"oferta limitada: compra 1 y lleva 2 gratis, solo por 24h",1,spam,oferta limitada compra lleva gratis solo 24h
"tu cuenta está bloqueada, verifica aquí: http://phishingsite.com",1,spam,cuenta bloqueada verifica aquí httpphishingsitecom
¡oferta exclusiva solo para los primeros 100! compra ahora y recibe un iphone gratis,1,spam,oferta exclusiva solo primeros 100 compra ahora recibe iphone gratis
"únete a nuestro esquema de enriquecimiento rápido, invita a amigos y gana comisiones",1,spam,únete esquema enriquecimiento rápido invita amigos gana comisiones
"confirma tu participación en la lotería, envía este código urgente",1,spam,confirma participación lotería envía código urgente
descarga este programa exclusivo que te hará ganar dinero en 5 minutos,1,spam,descarga programa exclusivo hará ganar dinero minutos
¡grande! compra ahora y gane 100% de descuento en todo,1,spam,grande compra ahora gane 100 descuento
"¡mira esto! el secreto para perder peso sin dietas, oferta limitada",1,spam,mira secreto perder peso dietas oferta limitada
¡oferta imposible! cambia tu número de teléfono y gana 10 premios,1,spam,oferta imposible cambia número teléfono gana 10 premios
contenido para adultos disponible aquí -> link.com,1,spam,contenido adultos disponible aquí linkcom
"urgente: tu suscripción al periódico ha expirado, renueva ahora o perderás acceso",1,spam,urgente suscripción periódico expirado renueva ahora perderás acceso
estoy aprendiendo a tocar la guitarra y me encanta la música clásica,0,ham,aprendiendo tocar guitarra encanta música clásica
"me encanta el cine español, la última película que vi fue increíble.",0,ham,encanta cine español última película vi increíble
¿qué tal tu día? espero que estés bien.,0,ham,tal día espero bien
el clima mañana estará parcialmente nublado con temperaturas alrededor de 22 grados.,0,ham,clima mañana parcialmente nublado temperaturas alrededor 22 grados
invito a todos a participar en la campaña de reciclaje este sábado.,0,ham,invito participar campaña reciclaje sábado
"recién descubrí una receta de gazpacho que queda delicioso, te la recomiendo.",0,ham,recién descubrí receta gazpacho queda delicioso recomiendo
el libro que estoy leyendo habla sobre la historia de la fotografía.,0,ham,libro leyendo habla historia fotografía
¿podrías recomendarme un buen restaurante de comida vegetariana cerca?,0,ham,podrías recomendarme buen restaurante comida vegetariana cerca
hoy celebramos el día del trabajador con un desfile en la plaza principal.,0,ham,hoy celebramos día trabajador desfile plaza principal
mi abuela me contó una historia fascinante sobre la antigua cultura maya.,0,ham,abuela contó historia fascinante antigua cultura maya
el nuevo parque infantil del barrio abrió sus puertas el mes pasado.,0,ham,nuevo parque infantil barrio abrió puertas mes pasado
estoy aprendiendo a tocar la guitarra y me encanta la música clásica.,0,ham,aprendiendo tocar guitarra encanta música clásica
publicidad comercial no solicitada: compra ahora nuestro suplemento milagroso y obtén un 99% de descuento.,1,spam,publicidad comercial solicitada compra ahora suplemento milagroso obtén 99 descuento
esquemas fraudulentos para hacerse rico rápido: multiplica tu dinero con solo un clic.,1,spam,esquemas fraudulentos hacerse rico rápido multiplica dinero solo clic
"intentos de phishing, ofertas irreales o anuncios engañosas: verifica tu cuenta aquí: http://login-falso.com.",1,spam,intentos phishing ofertas irreales anuncios engañosas verifica cuenta aquí httploginfalsocom
contenido con información engañosa o falsa: la solución definitiva para perder peso en 24 horas.,1,spam,contenido información engañosa falsa solución definitiva perder peso 24 horas
malware o enlaces dañinos: descarga este archivo.exe para acelerar tu computadora.,1,spam,malware enlaces dañinos descarga archivoexe acelerar computadora
contenido para adultos o material explícito: mira este video exclusivo ahora.,1,spam,contenido adultos material explícito mira video exclusivo ahora
"uso excesivo de mayúsculas, signos de puntuación!!! 🎉🚀",1,spam,uso excesivo mayúsculas signos puntuación
esquemas piramidales prometen grandes recompensas si invitas a tus amigos.,1,spam,esquemas piramidales prometen grandes recompensas si invitas amigos
oferta irreales: consigue una laptop gratis si compartes este mensaje.,1,spam,oferta irreales consigue laptop gratis si compartes mensaje
publicidad no solicitada y proselitismo comercial: regístrate y gana premios instantáneos.,1,spam,publicidad solicitada proselitismo comercial regístrate gana premios instantáneos
uso excesivo de mayúsculas y emojis: ¡no te lo pierdas!!! 📢💎,1,spam,uso excesivo mayúsculas emojis pierdas
"phishing de emergencia: tu cuenta será cerrada, actúa ahora: http://secure-check.com",1,spam,phishing emergencia cuenta cerrada actúa ahora httpsecurecheckcom
"hola, estoy trabajando en mi proyecto de análisis de datos y necesito información adicional.",0,ham,hola trabajando proyecto análisis datos necesito información adicional
me encanta la lluvia de verano; su sonido es relajante y refrescante.,0,ham,encanta lluvia verano sonido relajante refrescante
hoy leí un artículo interesante sobre la historia del arte contemporáneo y me gustó mucho.,0,ham,hoy leí artículo interesante historia arte contemporáneo gustó
quisiera reservar una mesa en el restaurante la casa del mar para este viernes a las 20:00.,0,ham,quisiera reservar mesa restaurante casa mar viernes 2000
la empresa anunció un aumento del 5% en los salarios para el próximo trimestre.,0,ham,empresa anunció aumento salarios próximo trimestre
necesito comprar nuevos libros para la biblioteca de la universidad.,0,ham,necesito comprar nuevos libros biblioteca universidad
"mi perro, bruno, se muestra muy juguetón en el parque cada mañana.",0,ham,perro bruno muestra juguetón parque cada mañana
"el clima en la ciudad parece más fresco esta semana, perfecto para pasear.",0,ham,clima ciudad parece fresco semana perfecto pasear
el libro que estoy leyendo trata sobre técnicas de meditación y mindfulness.,0,ham,libro leyendo trata técnicas meditación mindfulness
visitamos el museo de historia natural y vimos una exposición sobre dinosaurios.,0,ham,visitamos museo historia natural vimos exposición dinosaurios
quiero recomendarte la serie de televisión 'el ministerio del tiempo' si te gusta la ciencia ficción.,0,ham,quiero recomendarte serie televisión ministerio tiempo si gusta ciencia ficción
la receta de la torta de limón que probé el fin de semana quedó deliciosa.,0,ham,receta torta limón probé fin semana quedó deliciosa
acabo de llegar a la oficina y el café está recién hecho.,0,ham,acabo llegar oficina café recién hecho
¿has visto la nueva película de ciencia ficción que salió esta semana?,0,ham,visto nueva película ciencia ficción salió semana
me gusta leer novelas de misterio los fines de semana.,0,ham,gusta leer novelas misterio fines semana
necesito recordar comprar leche y pan en el supermercado.,0,ham,necesito recordar comprar leche pan supermercado
el equipo de fútbol ganó el partido por 3-1 ayer noche.,0,ham,equipo fútbol ganó partido 31 ayer noche
estoy aprendiendo a tocar la guitarra y me gusta el blues.,0,ham,aprendiendo tocar guitarra gusta blues
¡feliz cumpleaños a mi hermana! espero que tenga un gran día.,0,ham,feliz cumpleaños hermana espero gran día
el libro que estoy leyendo trata sobre la historia de españa.,0,ham,libro leyendo trata historia españa
voy a salir a correr al parque esta tarde.,0,ham,voy salir correr parque tarde
la reunión del club de lectura será el sábado a las 7 p.m.,0,ham,reunión club lectura sábado pm
mi computadora se volvió lenta después de instalar el nuevo software.,0,ham,computadora volvió lenta después instalar nuevo software
tengo una cita con el dentista mañana a las 10:00.,0,ham,cita dentista mañana 1000
¿qué tal va tu proyecto de fotografía?,0,ham,tal va proyecto fotografía
¡buen trabajo en la presentación de hoy!,0,ham,buen trabajo presentación hoy
el restaurante nuevo tiene una carta muy creativa.,0,ham,restaurante nuevo carta creativa
estoy pensando en inscribirme a un curso de cocina italiana.,0,ham,pensando inscribirme curso cocina italiana
¿has visitado el museo de arte contemporáneo recientemente?,0,ham,visitado museo arte contemporáneo recientemente
la canción que sonó en la radio era mi favorita.,0,ham,canción sonó radio favorita
mi gato se durmió en mi teclado mientras trabajaba.,0,ham,gato durmió teclado mientras trabajaba
la conferencia sobre sustentabilidad se llevará a cabo en dos semanas.,0,ham,conferencia sustentabilidad llevará cabo dos semanas
compré una bicicleta nueva y ya la probé en la ciclovía.,0,ham,compré bicicleta nueva probé ciclovía
¿podrías enviarme el informe antes de las 5 p.m.?,0,ham,podrías enviarme informe pm
la ciudad celebrará su fiesta anual el próximo mes.,0,ham,ciudad celebrará fiesta anual próximo mes
¡oferta limitada! compra ahora y obtén un 90% de descuento en nuestro producto revolucionario. actúa rápido antes de que se agoten las existencias!,1,spam,oferta limitada compra ahora obtén 90 descuento producto revolucionario actúa rápido agoten existencias
descubre el secreto para ganar dinero rápido sin esfuerzo. haz clic aquí y multiplica tus ingresos en 24 horas!,1,spam,descubre secreto ganar dinero rápido esfuerzo haz clic aquí multiplica ingresos 24 horas
urgente: tu cuenta ha sido seleccionada para recibir una suscripción gratuita a nuestro servicio premium. responde ahora para activarla.,1,spam,urgente cuenta sido seleccionada recibir suscripción gratuita servicio premium responde ahora activarla
phishing alert! click here to verify your account and claim your exclusive prize. no te pierdas esta oportunidad única.,1,spam,phishing alert click here to verify your account and claim your exclusive prize pierdas oportunidad única
"hola, necesito que confirmes tus datos bancarios para recibir el pago de 5,000 dólares que hemos depositado. responde inmediatamente.",1,spam,hola necesito confirmes datos bancarios recibir pago 5000 dólares depositado responde inmediatamente
¡advertencia! tu computadora está infectada. descarga nuestro antivirus ahora y elimina el malware antes de que cause daños irreversibles.,1,spam,advertencia computadora infectada descarga antivirus ahora elimina malware cause daños irreversibles
¡llamada gratis! llama al número 123 456 7890 y participa en nuestro concurso para ganar un iphone 15 sin costo alguno.,1,spam,llamada gratis llama número 123 456 7890 participa concurso ganar iphone 15 costo alguno
"compra ahora y recibe un tratamiento de spa gratuito. solo por tiempo limitado, ¡no dejes pasar esta oferta exclusiva!",1,spam,compra ahora recibe tratamiento spa gratuito solo tiempo limitado dejes pasar oferta exclusiva
¡sorprendente! descubre cómo invertir en criptomonedas y duplicar tu dinero en una semana. haz clic y asegura tu futuro financiero.,1,spam,sorprendente descubre cómo invertir criptomonedas duplicar dinero semana haz clic asegura futuro financiero
